rank,topic,url,ease_of_reading,sentence_level_sentiment,positive_sentiment,negative_sentiment,sentence_level_objectivity,bias,bias_label,credibility,trust_metric,google_page_rank,alexa_reach_rank,domain,content_length
64,SpecialCounselInvestigation,https://lawandcrime.com/high-profile/federal-judge-who-slammed-ag-barr-obtains-unredacted-version-of-mueller-report/,100.0,11.98,7.357709750566895,4.624338624338624,62.66,100,Left,nan,nan,nan,nan,lawandcrime.com,4916
65,SpecialCounselInvestigation,https://www.rt.com/news/483309-prigozhin-damages-us-government/,20.0,12.95,5.062905844155844,7.890625,75.16,100,Right,32.5,68.0,8,261.0,rt.com,2192
66,SpecialCounselInvestigation,https://www.memeorandum.com/200310/p63,100.0,12.58,12.583333333333332,0.0,59.33,100,Right,nan,nan,nan,nan,memeorandum.com,272
67,SpecialCounselInvestigation,https://talkingpointsmemo.com/news/circuit-court-upholds-district-court-decision-mueller-grand-jury-documents,40.0,14.6,13.273809523809524,1.328125,58.93,0,Center,87.5,65.0,7,6780.0,talkingpointsmemo.com,1543
68,SpecialCounselInvestigation,https://www.memeorandum.com/200310/p70,100.0,12.58,12.583333333333332,0.0,59.33,100,Right,nan,nan,nan,nan,memeorandum.com,272
69,SpecialCounselInvestigation,https://www.breitbart.com/politics/2020/04/06/fcc-rejects-petition-that-would-have-dangerously-curtailed-free-speech/,40.0,11.06,10.240665584415588,0.8214285714285712,60.89,100,Right,49.5,69.0,8,287.0,breitbart.com,4167
70,SpecialCounselInvestigation,https://www.nbcnews.com/politics/donald-trump/trump-endorses-jeff-sessions-opponent-alabama-senate-race-n1155091,100.0,1.25,1.2500000000000004,0.0,87.5,100,Left,100.0,78.0,8,581.0,nbcnews.com,2102
71,SpecialCounselInvestigation,https://www.vox.com/policy-and-politics/2020/3/24/21192409/coronavirus-pandemic-trump-approval-rating-polls,80.0,14.75,11.609798726178038,3.13868363437329,60.55,100,Right,100.0,53.0,8,837.0,vox.com,6362
72,SpecialCounselInvestigation,https://thefederalist.com/2020/03/20/federal-prosecutors-drop-charges-in-special-counsels-most-russia-related-case-for-collusion/,80.0,14.16,12.231157731157733,1.9285641607070179,69.3,100,Right,75.0,37.0,7,13301.0,thefederalist.com,5332
73,SpecialCounselInvestigation,https://theweek.com/speedreads/901164/doj-must-give-congress-mueller-grand-jury-evidence-appeals-court-rules,40.0,12.11,10.382256632256635,1.7307692307692308,59.23,100,Right,100.0,60.0,7,6221.0,theweek.com,1721
74,SpecialCounselInvestigation,https://www.eurekalert.org/pub_releases/2020-03/b-coi031720.php,80.0,12.12,5.843968531468532,6.276223776223776,72.85,50,Partially Left,nan,nan,nan,nan,eurekalert.org,5744
75,SpecialCounselInvestigation,https://dailycaller.com/2020/03/08/christopher-steele-durham-not-cooperate/,40.0,19.22,9.804383116883116,9.412878787878789,65.13,100,Right,70.0,45.0,8,797.0,dailycaller.com,4044
76,SpecialCounselInvestigation,https://www.rawstory.com/2020/03/security-clearances-abruptly-resigns-after-trump-rehires-fired-body-man-as-top-wh-official-report/,80.0,8.95,7.909451659451659,1.0416666666666665,67.63,100,Left,87.5,59.0,7,5659.0,rawstory.com,1510
77,SpecialCounselInvestigation,https://www.rawstory.com/2020/03/security-clearances-abruptly-resigns-after-trump-rehires-fired-body-man-as-top-wh-official/,80.0,8.95,7.909451659451659,1.0416666666666665,67.63,100,Left,87.5,59.0,7,5659.0,rawstory.com,1502
78,SpecialCounselInvestigation,https://plainlanguage.gov/resources/articles/dash-writing-tips/,80.0,13.08,10.624277210884356,2.4564393939393936,68.57,100,Left,nan,nan,nan,nan,plainlanguage.gov,28283
79,SpecialCounselInvestigation,https://dailycaller.com/2020/03/07/illinois-supreme-court-dismiss-charges-jussie-smollett/,40.0,16.68,10.178571428571429,6.499999999999999,64.15,50,Partially Left,70.0,45.0,8,797.0,dailycaller.com,2634
80,SpecialCounselInvestigation,https://news.yahoo.com/court-house-entitled-portions-mueller-163105574.html,80.0,13.21,9.248635912698415,3.958333333333334,68.07,100,Right,87.5,95.0,8,8.0,news.yahoo.com,4711
81,SpecialCounselInvestigation,https://news.yahoo.com/court-house-entitled-mueller-probe-002013937.html,100.0,12.5,8.848557692307693,3.653846153846154,68.44,100,Left,87.5,95.0,8,8.0,news.yahoo.com,5490
82,SpecialCounselInvestigation,https://www.realclearinvestigations.com/articles/2020/03/12/buried_from_trump_tower_meeting_translators_avowal_of_no_collusion_122774.html,40.0,8.72,4.429828588919498,4.285774410774412,76.55,100,Right,70.0,19.0,5,nan,realclearinvestigations.com,6546
83,SpecialCounselInvestigation,https://www.cbsnews.com/news/trump-michael-flynn-pardon-strongly-considering/,80.0,18.62,12.202380952380953,6.42156862745098,58.73,100,Left,95.0,71.0,8,843.0,cbsnews.com,2074
84,SpecialCounselInvestigation,https://news.yahoo.com/trump-considering-full-pardon-ex-175532239.html,80.0,9.91,3.934594671201814,5.972222222222222,71.43,50,Partially Left,87.5,95.0,8,8.0,news.yahoo.com,1765
85,SpecialCounselInvestigation,https://freebeacon.com/issues/house-democrats-can-get-secret-mueller-evidence-appeals-court-says/,80.0,15.15,14.306189306189305,0.8445945945945946,55.56,100,Right,77.5,46.0,7,18631.0,freebeacon.com,4635
86,SpecialCounselInvestigation,https://www.newser.com/story/287999/house-wins-access-to-mueller-probe-grand-jury-testimony.html,80.0,14.03,10.391774891774892,3.6363636363636367,62.19,100,Right,80.0,56.0,7,17419.0,newser.com,1840
87,SpecialCounselInvestigation,https://www.bbc.com/news/world-us-canada-51837036,80.0,15.89,15.020691609977325,0.8694727891156462,69.24,100,Left,95.0,84.0,8,81.0,bbc.com,4222
88,SpecialCounselInvestigation,https://www.rawstory.com/2020/03/bill-barrs-congressional-testimony-on-roger-stone-sentencing-put-on-hold-for-coronavirus/,40.0,13.62,12.083333333333334,1.5386904761904763,64.05,100,Left,87.5,59.0,7,5659.0,rawstory.com,1313
89,SpecialCounselInvestigation,https://www.rawstory.com/2020/04/jeff-sessions-suffers-new-humiliation-trumps-campaign-demands-he-stop-invoking-the-president-to-win-votes/,40.0,18.61,18.609908609908608,0.0,64.6,100,Left,87.5,59.0,7,5659.0,rawstory.com,1353
90,SpecialCounselInvestigation,https://www.propublica.org/article/members-of-congress-have-a-new-strategy-for-ethics-investigations-stonewalling,40.0,14.69,9.26183955585364,5.429773082942098,68.76,50,Partially Left,100.0,45.0,7,16816.0,propublica.org,10274
91,SpecialCounselInvestigation,https://news.yahoo.com/trump-endorses-opponent-jeff-sessions-024501834.html,80.0,10.38,8.881613756613756,1.5,67.69,100,Right,87.5,95.0,8,8.0,news.yahoo.com,2360
92,SpecialCounselInvestigation,https://www.thehindu.com/news/cities/chennai/it-has-been-raining-bail-orders-in-madras-hc-due-to-covid-19/article31231537.ece,40.0,12.69,12.427083333333332,0.26041666666666663,70.36,0,Center,nan,nan,nan,nan,thehindu.com,3437
93,SpecialCounselInvestigation,https://www.thedailybeast.com/russian-state-media-freak-over-joe-bidens-election-resurrection,80.0,14.37,8.900871971595658,5.4641812865497075,65.49,100,Left,100.0,48.0,8,1204.0,thedailybeast.com,8034
94,SpecialCounselInvestigation,https://news.yahoo.com/donald-trump-endorses-tommy-tuberville-over-jeff-sessions-alabama-senate-race-024738787.html,80.0,16.07,15.316697191697193,0.7493894993894995,68.58,100,Right,87.5,95.0,8,8.0,news.yahoo.com,2957
95,SpecialCounselInvestigation,https://thefederalist.com/2020/03/09/doj-responds-to-district-judges-misinterpretation-of-muller-report-redactions/,40.0,14.96,14.963323713323708,0.0,72.9,100,Left,75.0,37.0,7,13301.0,thefederalist.com,2810
96,SpecialCounselInvestigation,https://www.independent.co.uk/news/world/americas/us-politics/trump-spreads-conspiracy-theories-as-coronavirus-death-toll-rises-a9387731.html,40.0,17.13,5.595238095238096,11.53354487538161,56.71,100,Left,87.5,83.0,8,735.0,independent.co.uk,2325
97,SpecialCounselInvestigation,https://news.yahoo.com/us-drops-case-against-russian-firm-accused-2016-013928457.html,40.0,7.15,3.0059523809523805,4.145833333333333,71.23,50,Partially Right,87.5,95.0,8,8.0,news.yahoo.com,2175
98,SpecialCounselInvestigation,http://www.stationgossip.com/2020/03/john-solomon-newly-declassified-memos.html,40.0,9.45,8.6271645021645,0.8222222222222223,68.49,100,Right,nan,nan,nan,nan,stationgossip.com,3839
99,SpecialCounselInvestigation,https://www.reuters.com/article/us-usa-election-trump-alabama-idUSKBN20Y0A7,80.0,18.82,15.965136054421766,2.857142857142857,61.6,100,Right,100.0,87.0,9,544.0,reuters.com,1888
100,SpecialCounselInvestigation,https://news.yahoo.com/bankruptcy-judge-approves-mcclatchy-funding-214449185.html,80.0,15.56,11.15369969536636,4.408369408369409,61.63,50,Partially Left,87.5,95.0,8,8.0,news.yahoo.com,5983
1,Disarmament,https://www.nature.com/articles/d41586-020-00747-5?utm_source=feedburner,80.0,16.58,15.049294532627869,1.5353535353535357,63.12,100,Left,nan,nan,nan,nan,nature.com,5731
2,Disarmament,https://www.nature.com/articles/d41586-020-00747-5,80.0,16.58,15.049294532627869,1.5353535353535357,63.12,100,Left,nan,nan,nan,nan,nature.com,5731
3,Disarmament,https://news.yahoo.com/trump-sent-letter-n-koreas-kim-plan-propel-194559353.html,80.0,26.07,23.746031746031747,2.3214285714285716,59.69,50,Partially Right,87.5,95.0,8,8.0,news.yahoo.com,1425
4,Disarmament,https://www.androidpolice.com/2020/04/02/stadia-adds-2-co-op-games-this-year-for-volleyball-and-bullet-hell-fans/,80.0,18.37,17.533670033670035,0.8333333333333335,64.49,100,Right,nan,nan,nan,nan,androidpolice.com,273
5,Disarmament,https://www.castanet.net/news/Canada/296495/Actress-activist-Shirley-Douglas-daughter-of-Tommy-Douglas-dies,80.0,10.76,7.652307233828973,3.11231884057971,71.04,50,Partially Left,nan,nan,nan,nan,castanet.net,5896
6,Disarmament,https://time.com/5807957/north-korea-trump-letter-coronavirus-cooperation/,80.0,9.47,6.914682539682539,2.552910052910053,74.04,0,Center,95.0,64.0,8,1028.0,time.com,4530
7,Disarmament,https://news.yahoo.com/n-korea-fires-unidentified-projectile-yonhap-220037323.html,80.0,12.48,8.644097222222223,3.8316761363636362,64.31,50,Partially Right,87.5,95.0,8,8.0,news.yahoo.com,3009
8,Disarmament,https://www.telegraph.co.uk/news/2020/03/21/north-korea-fires-two-missiles-latest-aggressive-test/,40.0,11.09,8.587962962962964,2.5,63.97,50,Partially Left,87.5,85.0,8,643.0,telegraph.co.uk,1397
9,Disarmament,https://www.nature.com/articles/d41586-020-00756-4?utm_source=feedburner,80.0,15.36,14.263636363636364,1.0925925925925926,67.78,100,Left,nan,nan,nan,nan,nature.com,3549
10,Disarmament,https://www.nature.com/articles/d41586-020-00756-4,80.0,15.36,14.263636363636364,1.0925925925925926,67.78,100,Left,nan,nan,nan,nan,nature.com,3549
11,Disarmament,https://www.cbc.ca/news/politics/russian-immigration-spy-1.5523708,40.0,7.07,2.474747474747475,4.595959595959596,83.96,50,Partially Left,100.0,84.0,8,882.0,cbc.ca,3390
12,Disarmament,https://people.com/movies/shirley-douglas-dead-kiefer-sutherland-tribute/,80.0,19.31,15.31862745098039,3.995098039215686,63.24,100,Left,75.0,46.0,8,1004.0,people.com,1593
13,Disarmament,http://www.openculture.com/2020/03/watch-85000-historic-newsreel-films-from-british-pathe-free-online-1910-2008.html,80.0,11.09,10.145151515151516,0.9442424242424242,71.5,50,Partially Left,nan,nan,nan,nan,openculture.com,4186
14,Disarmament,https://www.rawstory.com/2020/03/north-koreas-kim-jong-un-oversees-new-long-range-artillery-drill-report/,80.0,12.99,10.20609824957651,2.7838164251207727,71.37,50,Partially Left,87.5,59.0,7,5659.0,rawstory.com,3922
15,Disarmament,https://www.theatlantic.com/ideas/archive/2020/03/how-rebuild-state-department/607837/,40.0,13.37,12.4166030048383,0.9558823529411765,64.82,100,Right,92.5,79.0,8,1360.0,theatlantic.com,10286
16,Disarmament,https://www.theatlantic.com/ideas/archive/2020/04/a-make-or-break-test-for-american-diplomacy/609514/,40.0,12.14,11.749131944444443,0.394570707070707,55.6,100,Right,92.5,79.0,8,1360.0,theatlantic.com,10764
17,Disarmament,https://www.spacewar.com/reports/North_Korea_praises_Trump_but_warns_on_ties_999.html,40.0,14.03,10.931575176366842,3.0997474747474745,61.87,50,Partially Right,nan,nan,nan,nan,spacewar.com,6154
19,Disarmament,https://www.spacewar.com/reports/N_Korea_praises_Trump_but_warns_on_ties_999.html,40.0,12.92,10.636659033398162,2.283432147562582,63.57,50,Partially Right,nan,nan,nan,nan,spacewar.com,5963
20,Disarmament,https://www.rawstory.com/2020/03/trump-sent-letter-to-north-koreas-kim-with-plan-to-propel-ties/,80.0,24.64,23.746031746031747,0.8928571428571428,61.12,50,Partially Left,87.5,59.0,7,5659.0,rawstory.com,1410
21,Disarmament,https://www.vanguardngr.com/2020/03/amnesty-weve-not-been-trained-since-after-disarmament-ex-militants/,80.0,18.1,16.416666666666664,1.6875,56.96,50,Partially Left,nan,nan,nan,nan,vanguardngr.com,243
23,Disarmament,https://www.rte.ie/news/world/2020/0321/1124607-kim-jong-uns-sister-reveals-letter-from-trump/,80.0,14.96,13.391299357208444,1.5736914600550964,60.33,50,Partially Right,nan,nan,nan,nan,rte.ie,4065
24,Disarmament,https://www.aljazeera.com/news/2020/03/north-korea-trump-letter-offers-coronavirus-cooperation-200322165824777.html,40.0,12.42,9.024186379097092,3.399943310657596,65.18,100,Right,82.5,73.0,8,nan,aljazeera.com,4386
25,Disarmament,https://www.thetruthaboutguns.com/surprise-everytown-and-the-moms-endorse-joe-biden-for-president/,40.0,21.11,11.111111111111112,10.0,52.67,50,Partially Right,75.0,24.0,6,32010.0,thetruthaboutguns.com,273
26,Disarmament,https://www.thetruthaboutguns.com/gun-control-orgs-panic-as-fbi-data-shows-historic-surge-in-civilian-gun-ownership/,40.0,22.98,10.055272108843539,12.922335600907031,66.29,100,Right,75.0,24.0,6,32010.0,thetruthaboutguns.com,2612
27,Disarmament,https://www.rt.com/news/484439-north-korea-large-missile-launcher/,40.0,11.02,8.519283746556475,2.5,72.64,50,Partially Right,32.5,68.0,8,261.0,rt.com,1668
29,Disarmament,https://goodmenproject.com/culture/after-the-failure-of-rio20-a-human-preservation-movement/,80.0,13.89,10.484453166271347,3.404865904865905,68.0,100,Left,nan,nan,nan,nan,goodmenproject.com,15527
30,Disarmament,https://www.washingtontimes.com/news/2020/mar/22/north-korea-donald-trump-letter-offers-coronavirus/,80.0,11.72,8.184315684315683,3.5347985347985347,67.56,50,Partially Right,80.0,72.0,8,5443.0,washingtontimes.com,4216
31,Disarmament,https://www.armscontrolwonk.com/archive/1209030/the-waning-of-on-site-inspections-and-strategic-seychel/,80.0,14.52,11.004322240259741,3.514756944444444,68.75,50,Partially Left,nan,nan,nan,nan,armscontrolwonk.com,8620
32,Disarmament,https://www.thejournal.ie/north-korea-donald-trump-coronavirus-5053998-Mar2020/,40.0,16.53,15.343749999999998,1.1821338383838385,56.84,50,Partially Left,nan,nan,nan,nan,thejournal.ie,4203
33,Disarmament,https://www.vice.com/en_us/article/bvgaq4/kidnapping-torture-and-stolen-land-the-brutal-reality-of-ethiopias-new-sugar-wars,80.0,9.37,5.431942189754689,3.938580036654814,74.04,100,Left,100.0,59.0,8,122.0,vice.com,14949
34,Disarmament,https://www.dw.com/en/north-korea-fires-unidentified-projectile-into-sea/a-52864941,80.0,5.59,4.336174242424242,1.25,76.72,50,Partially Right,nan,nan,nan,nan,dw.com,273
36,Disarmament,https://www.globalresearch.ca/npt-turns-fifty/5706069,80.0,12.46,6.8148809523809515,5.6493055555555545,62.92,0,Center,nan,nan,nan,nan,globalresearch.ca,7404
37,Disarmament,https://www.thetruthaboutguns.com/the-remaining-democrat-primary-contenders-need-a-new-strategy-on-guns/,100.0,12.5,8.333333333333332,4.166666666666666,67.5,100,Right,75.0,24.0,6,32010.0,thetruthaboutguns.com,7404
38,Disarmament,https://www.asriran.com/fa/news/721875/7-نماد-مشهور-و-شناخته‌شده-همراه-با-معنی-و-ریشه‌ی-آن‌ها-عکس,80.0,0.82,0.819672131147541,0.0,99.18,100,Right,nan,nan,nan,nan,asriran.com,273
39,Disarmament,https://www.counterpunch.org/2020/03/13/the-virus-of-nuclear-proliferation/,40.0,12.26,9.714695027195027,2.5455516705516708,61.38,50,Partially Right,80.0,68.0,7,35459.0,counterpunch.org,3548
40,Disarmament,https://bookriot.com/2020/03/29/a-reading-list-for-your-quarter-life-crisis-critical-linking-march-29-2020/,80.0,12.29,11.454790249433106,0.8333333333333334,67.2,100,Left,nan,nan,nan,nan,bookriot.com,2589
41,Disarmament,https://www.counterpunch.org/2020/03/31/weve-met-the-enemy-and-its-a-tiny-virus/,40.0,15.16,11.975490113185424,3.1802662037037037,60.53,50,Partially Right,80.0,68.0,7,35459.0,counterpunch.org,7899
43,Disarmament,https://www.thetruthaboutguns.com/new-jersey-drops-firearm-and-ammunition-charges-against-roosevelt-twyne/,80.0,16.75,7.4070247933884295,9.342975206611568,72.69,100,Left,75.0,24.0,6,32010.0,thetruthaboutguns.com,1593
44,Disarmament,https://www.thetruthaboutguns.com/virginia-gov-ralph-northams-thank-you-to-those-who-made-most-of-his-gun-control-dreams-come-true/,80.0,13.25,9.406415343915343,3.8425925925925926,73.5,100,Left,75.0,24.0,6,32010.0,thetruthaboutguns.com,1412
45,Disarmament,https://www.thehindu.com/data/data-50-years-of-non-proliferation-of-nuclear-weapons-treaty-will-disarmament-be-achieved/article31041158.ece,80.0,8.88,3.2510822510822517,5.625,78.81,50,Partially Left,nan,nan,nan,nan,thehindu.com,1786
46,Disarmament,https://www.rawstory.com/2020/03/north-korea-slams-mike-pompeo-and-says-will-walk-our-way/,80.0,12.85,12.853535353535353,0.0,72.7,50,Partially Left,87.5,59.0,7,5659.0,rawstory.com,1850
47,Disarmament,https://www.moneycontrol.com/news/world/north-korea-fires-two-ballistic-missiles-into-sea-seoul-5056771.html,40.0,11.41,8.104686318972036,3.303571428571429,66.45,100,Right,nan,nan,nan,nan,moneycontrol.com,2627
48,Disarmament,https://www.thetruthaboutguns.com/hr-5717-killing-off-americas-gun-culture-in-one-generation/,80.0,9.02,6.708333333333334,2.3095238095238098,71.62,100,Right,75.0,24.0,6,32010.0,thetruthaboutguns.com,2458
49,Disarmament,https://www.spacewar.com/reports/North_Korea_says_tested_super-large_rocket_launchers_999.html,40.0,10.12,7.956973581973583,2.164606227106227,69.52,50,Partially Left,nan,nan,nan,nan,spacewar.com,4904
50,Disarmament,https://www.tabnak.ir/fa/news/967432/north-korea-fires-two-missiles-in-latest-aggressive-test,nan,0.0,0.0,0.0,100.0,100,Left,nan,nan,nan,nan,tabnak.ir,2524
51,Disarmament,https://www.hrw.org/news/2020/04/02/digital-diplomacy-keeps-pressure-killer-robots-challenge,80.0,9.92,7.40909090909091,2.511574074074074,69.42,50,Partially Left,100.0,80.0,8,18382.0,hrw.org,2090
52,Disarmament,https://www.independent.co.uk/news/obituaries/freeman-dyson-death-theoretical-physics-subatomic-universe-age-cause-a9373141.html,80.0,11.11,8.247865560365561,2.8571428571428563,67.98,0,Center,87.5,83.0,8,735.0,independent.co.uk,6869
53,Disarmament,https://www.thetruthaboutguns.com/sean-penn-had-his-67-guns-made-into-a-dark-totem-like-sculpture-to-please-charlize-theron/,80.0,4.12,1.618371212121212,2.5,90.44,100,Right,75.0,24.0,6,32010.0,thetruthaboutguns.com,1594
54,Disarmament,https://finance.yahoo.com/news/voices-world-free-nuclear-weapons-120700831.html,80.0,7.88,7.648358585858585,0.2314814814814815,72.08,100,Right,87.5,95.0,8,8.0,finance.yahoo.com,2578
55,Disarmament,https://www.snopes.com/ap/2020/03/22/north-korea-says-trumps-letter-offers-anti-virus-cooperation/,80.0,28.33,28.333333333333332,0.0,46.67,50,Partially Left,87.5,72.0,8,2598.0,snopes.com,4450
56,Disarmament,https://www.rte.ie/news/2020/0328/1127047-north-korea-missile/,80.0,14.22,9.52020202020202,4.696969696969696,65.32,100,Right,nan,nan,nan,nan,rte.ie,1898
57,Disarmament,https://japantoday.com/category/world/n.korea-fires-two-short-range-ballistic-missiles-yonhap,100.0,0.0,0.0,0.0,100.0,100,Right,nan,nan,nan,nan,japantoday.com,1926
58,Disarmament,https://japantoday.com/category/world/north-korea-slams-pompeo-and-says-will-'walk-our-way',80.0,11.78,11.782407407407408,0.0,74.98,0,Center,nan,nan,nan,nan,japantoday.com,1852
59,Disarmament,https://www.moneycontrol.com/news/india/ensure-strict-compliance-of-treaty-on-banning-biological-weapons-india-5081731.html,80.0,16.0,16.004689754689753,0.0,63.05,0,Center,nan,nan,nan,nan,moneycontrol.com,2980
60,Disarmament,https://allafrica.com/stories/202003230201.html,80.0,12.03,9.231743202331437,2.7951875194522255,75.92,50,Partially Left,nan,nan,nan,nan,allafrica.com,5695
61,Disarmament,https://www.project-syndicate.org/commentary/how-to-win-the-war-with-covid19-by-richard-n-haass-2020-04,80.0,16.12,13.448301193755738,2.671356421356421,67.09,0,Center,87.5,nan,7,45368.0,project-syndicate.org,6260
62,Disarmament,https://news.yahoo.com/north-korea-says-tested-super-large-rocket-launchers-020917878.html,40.0,11.26,9.572700691121746,1.6901629072681703,68.03,50,Partially Left,87.5,95.0,8,8.0,news.yahoo.com,3327
63,Disarmament,https://news.yahoo.com/nuclear-nonproliferation-treaty-review-likely-215739933.html,40.0,15.78,14.115936147186147,1.661931818181818,52.81,50,Partially Right,87.5,95.0,8,8.0,news.yahoo.com,3321
64,Disarmament,https://www.thetruthaboutguns.com/trace-gun-industrys-savvy-marketing-is-feeding-the-national-gun-buying-surge/,20.0,20.01,15.346055088702148,4.659678012619189,55.87,100,Left,75.0,24.0,6,32010.0,thetruthaboutguns.com,2571
65,Disarmament,https://www.usmagazine.com/celebrity-news/news/kiefer-sutherlands-actress-mom-shirley-douglas-dies-at-86/,80.0,12.58,11.311728395061724,1.273148148148148,67.15,50,Partially Left,nan,nan,nan,nan,usmagazine.com,2579
66,Disarmament,https://www.fort-russ.com/2020/03/china-rejects-us-offer-to-join-trilateral-arms-control-talks-with-us-russia/,40.0,11.62,10.99715909090909,0.625,52.35,50,Partially Right,nan,nan,nan,nan,fort-russ.com,1963
67,Disarmament,https://www.bangkokpost.com/world/1883440/n-korea-fires-two-short-range-ballistic-missiles-yonhap,80.0,14.98,10.046296296296296,4.930555555555555,60.64,100,Right,nan,nan,nan,nan,bangkokpost.com,1919
68,Disarmament,https://news.yahoo.com/virus-delays-review-nuclear-nonproliferation-043759648.html,40.0,12.45,10.784825293753865,1.6612554112554114,63.41,50,Partially Right,87.5,95.0,8,8.0,news.yahoo.com,2957
69,Disarmament,https://www.salon.com/2020/03/28/bernie-sanders-2020-so-many-things-went-right--and-then-it-all-went-wrong/,80.0,15.38,10.643062570145904,4.736192947998504,59.36,100,Left,82.5,70.0,8,4163.0,salon.com,11030
70,Disarmament,https://www.washingtonpost.com/world/asia_pacific/north-korea-says-trump-wrote-kim-jong-un-a-letter-offering-to-help-out-with-coronavirus/2020/03/22/a3facf9a-6c35-11ea-a156-0048b62cdb51_story.html,100.0,5.06,5.056818181818181,0.0,90.35,50,Partially Left,100.0,87.0,8,239.0,washingtonpost.com,3919
71,Disarmament,https://www.tabnak.ir/fa/news/968888/un-chief-calls-for-vigilance-says-disease-can-be-potential-biological-weapon,nan,0.0,0.0,0.0,100.0,100,Left,nan,nan,nan,nan,tabnak.ir,3164
72,Disarmament,https://www.rte.ie/news/world/2020/0329/1127080-north-korea/,80.0,9.04,4.774475524475523,4.262820512820513,72.03,50,Partially Right,nan,nan,nan,nan,rte.ie,2341
73,Disarmament,https://nationalinterest.org/blog/korea-watch/north-korea-and-america-should-focus-coronavirus-instead-their-war-words-139727,40.0,9.62,7.068602693602694,2.5545634920634916,74.18,100,Left,nan,nan,nan,nan,nationalinterest.org,4881
75,Disarmament,https://japantoday.com/category/politics/N-Korea-fires-unidentified-projectiles-toward-Sea-of-Japan,80.0,11.27,6.491153026867312,4.781746031746032,64.38,100,Right,nan,nan,nan,nan,japantoday.com,2204
76,Disarmament,https://nationalinterest.org/blog/buzz/these-crazy-deadly-south-korean-fa-50s-are-now-protecting-argentinas-air-space-137962,80.0,14.4,11.114121372454708,3.2891013307679975,64.58,50,Partially Left,nan,nan,nan,nan,nationalinterest.org,4795
77,Disarmament,https://news.yahoo.com/north-korea-says-us-clearly-110335747.html,40.0,4.72,4.201101928374656,0.5223829201101928,70.03,50,Partially Right,87.5,95.0,8,8.0,news.yahoo.com,1652
78,Disarmament,https://www.rawstory.com/2020/03/north-korea-says-tested-super-large-rocket-launchers/,40.0,10.74,9.046384901648059,1.6901629072681703,70.01,50,Partially Left,87.5,59.0,7,5659.0,rawstory.com,3322
79,Disarmament,https://japantoday.com/category/politics/n.korea-fires-'unidentified-projectile'-yonhap,80.0,11.27,6.491153026867312,4.781746031746032,64.38,100,Right,nan,nan,nan,nan,japantoday.com,2162
80,Disarmament,http://www.euractiv.com/section/defence-and-security/interview/mikser-nuclear-arms-control-must-be-taken-more-seriously/,40.0,10.09,6.595598049825993,3.48993163699046,58.11,100,Right,nan,nan,nan,nan,euractiv.com,9198
81,Disarmament,https://www.bostonglobe.com/2020/04/05/world/canadian-actress-activist-shirley-douglas-dies-age-86/,80.0,11.49,6.000481000481,5.486111111111111,67.81,50,Partially Left,100.0,63.0,8,4624.0,bostonglobe.com,2782
82,Disarmament,https://news.yahoo.com/north-korea-slams-pompeo-says-walk-way-112128640.html,80.0,12.85,12.853535353535353,0.0,72.7,100,Right,87.5,95.0,8,8.0,news.yahoo.com,1840
83,Disarmament,https://www.channelnewsasia.com/news/asia/north-korea-fires-unidentified-projectile-yonhap-12586784,80.0,12.32,8.644097222222223,3.6754261363636367,65.62,50,Partially Left,nan,nan,nan,nan,channelnewsasia.com,2212
84,Disarmament,https://www.dawn.com/news/1539691,80.0,11.08,8.686755952380953,2.395044191919192,72.5,50,Partially Right,nan,nan,nan,nan,dawn.com,2430
85,Disarmament,https://www.dw.com/en/germany-sells-arms-to-members-of-saudi-led-yemen-coalition/a-53000044,80.0,9.14,6.441092603049126,2.697826086956522,81.28,100,Right,nan,nan,nan,nan,dw.com,3166
86,Disarmament,https://ca.sports.yahoo.com/news/actress-shirley-douglas-dead-86-221559724.html,80.0,17.4,13.151041666666668,4.244791666666666,64.06,50,Partially Left,87.5,95.0,8,8.0,ca.sports.yahoo.com,1612
87,Disarmament,https://www.thetruthaboutguns.com/lawfare-everytown-sues-lucky-gunner-for-selling-ammunition-to-santa-fe-school-shooter/,80.0,12.65,10.965517241379311,1.681034482758621,68.73,50,Partially Right,75.0,24.0,6,32010.0,thetruthaboutguns.com,3446
88,Disarmament,https://www.thetruthaboutguns.com/americans-buying-firearms-show-that-the-gun-control-orgs-have-clearly-lost-the-argument/,40.0,10.11,6.309413580246913,3.797839506172839,72.39,100,Right,75.0,24.0,6,32010.0,thetruthaboutguns.com,3313
89,Disarmament,https://thediplomat.com/2020/03/the-china-pakistan-nuclear-nexus-how-can-india-respond/,80.0,9.56,8.307133838383841,1.2502525252525254,67.78,50,Partially Left,nan,nan,nan,nan,thediplomat.com,4344
90,Disarmament,https://www.thetruthaboutguns.com/anti-gun-politicians-emergency-strategy-release-inmates-and-stop-firearm-ammo-sales-to-good-guys/,80.0,12.17,7.667824074074074,4.499736952861952,62.15,100,Right,75.0,24.0,6,32010.0,thetruthaboutguns.com,3706
91,Disarmament,http://www.israelnationalnews.com/News/News.aspx/277951,80.0,10.57,6.936868686868687,3.6334175084175087,68.05,100,Right,nan,nan,nan,nan,israelnationalnews.com,2129
